"ModulesID","Parent","IsParent","Status","MenuOrder","viewName","Name","Link"
"6077","1059","1","0","6","Periodic Process Flow","Periodic Process Flow","/AMCPeriodicProcessFlow/Index"
"160","1060","1","0","100","Delete Tax","Delete Tax","/Tax/Delete"
"1061","1060","0","1","2","Dashboard","Dashboard5","/Accounts/accountsdashboard"
"1062","1060","0","0","3","Master","Master4","#"
"1063","1060","0","0","4","Transaction","Transaction4","#"
"1064","1060","0","0","5","Report","Report4","#"
"1065","1060","0","0","6","Configuration","Configuration4","#"
"1425","1060","0","0","4","Tax","Tax Reports","#"
"6097","1060","0","0","5","Petty Cash Transactions","Petty Cash Transactions","#"
"180","1062","1","0","100","Account Group Delete","Expense Group Delete","/Master/AccountsGroupDelete"
"1155","1062","1","0","5","Delete Account","Delete Expense Account","/Accounts/Delete"
"1156","1062","1","0","5","Create Account","Create Expense Account","/Accounts/Create"
"1157","1062","1","0","5","Account Status","Expense Account Status","/Accounts/AccountStatus"
"1158","1062","0","0","4","Account","Expense Account","/Accounts/Index"
"1159","1062","1","0","5","Edit Account","Edit Expense Account","/Accounts/Edit"
"1160","1062","0","0","1","Bank Accounts","Bank Accounts","/Master/BankAccounts"
"1161","1062","1","0","5","Edit Bank Accounts","Edit Bank Accounts","/Master/BankAccountsEdit"
"1162","1062","1","0","5","Delete Bank Accounts","Delete Bank Accounts","/Master/BankAccountsDelete"
"1163","1062","1","0","100","Create Account Group","Create Expense Group","/Master/AccountsGroupCreate"
"1164","1062","1","0","100","Account Group Status","Expense Group Status","/Master/AccountsGroupStatus"
"1165","1062","1","0","100","Edit Account Group","Edit Expense Group","/Master/AccountsGroupEdit"
"1166","1062","0","0","6","Account Group","Expense Group","/Master/AccountsGroup"
"1167","1062","1","0","7","PDC Regularise","PDC Regularise","/PDCRegularise/Index"
"1321","1062","1","0","3","Update Cash Balance","Update Cash Balance","/Accounts/UpdateCashBalance"
"472","1063","0","1","27","ChequePrinting","ChequePrinting","#"
"1168","1063","0","0","8","Payment","Payment","#"
"1171","1063","0","0","9","Journal","Journal","#"
"1174","1063","0","0","10","Receipt","Receipt","#"
"1177","1063","0","0","12","Contra Voucher","ContraVoucher","#"
"6039","1063","1","0","13","Cheque Printing","Cheque Prining","/ChequePrinting/PrintConsole"
"234343536","1063","1","0","1","Expense Entry","Expense Entry","/JournalV/Createexpense"
"68","1064","1","0","2","Payment","Report Payment","/MyReports/Payment"
"69","1064","1","0","3","Receipt","Report Receipt","/MyReports/Receipt"
"71","1064","0","0","1","Outstanding Analysis","Outstanding Analysis","#"
"262","1064","0","0","1","Journal","Report Journal","/MyReports/Journal"
"421","1064","1","0","16","Daily Summary","Daily Summary Report","/MyReports/DailySummary"
"593","1064","1","0","24","PDC","Report PDC","/MyReports/PDC"
"1190","1064","1","0","1","Ledger","Ledger","/MyReports/Ledger"
"1191","1064","1","0","2","Day Book","DayBook","/DayBook/Index"
"1193","1064","1","0","3","Profit And Loss","ProfitAndLoss","/BalanceSheet/ProfitAndLoss"
"1194","1064","1","0","3","Trial Balance","TrialBalance","/BalanceSheet/TrialBalanceACC2"
"1195","1064","1","0","5","BalanceSheet","BalanceSheet","/BalanceSheet/BalanceSheet"
"1196","1064","1","0","7","Cash/Bank Book","Cash/Bank Book","/FinalAccounts/CashOrBankBook"
"1197","1064","0","0","8","Account Summary","AccountSummary","#"
"1198","1064","1","0","10","Simple P&L","Simplepl","/MyReports/SimplePL"
"1199","1064","1","0","10","Account wise Trial Balance","Account wise Trial Balance","/BalanceSheet/TrialBalanceACC2"
"1203","1064","0","0","10","Bank Reconciliation","Bank Reconciliation","#"
"6037","1064","1","0","1","Customer Ledger","Customer Ledger","/MyReports/LedgerCustomer"
"6038","1064","1","0","1","Vendor Ledger","Vendor Ledger","/MyReports/LedgerSupplier"
"6059","1064","1","0","1","Customer Ledger Tax","Customer Ledger Tax","/MyReports/LedgerCustomertax"
"234343441","1064","1","0","10","Ledger Mini","Ledger Mini","/MyReports/Ledgermin"
"234343494","1064","1","0","10","Remove Invoice From Recievable","Remove Invoice From Recievable","/myreports/receivableledgerremove"
"234343495","1064","1","0","10","Remove Invoice From Payment","Remove Invoice From Payment","/myreports/removePayableclear"
"234343512","1064","1","0","-100","ProfitAndLoss Expense","ProfitAndLossExpense","/BalanceSheet/ProfitAndLossExpense"
"234343537","1064","1","0","2","Expense Entry Report","Expense Entry Report","/BalanceSheet/expensereport"
"234343543","1064","1","0","-1","Asset Accounts Report","Asset Accounts Report","/accounts/assetreport"
"234343571","1064","1","0","-1","Cash Flow Statement","Cash Flow Statement","/balanceSheet/cashflow"
"234343451","1065","1","0","10","Dashboard configuration","Dashboard configuration","/EnableSetting/AccountsDashboardConfig"
"224","1067","0","1","1","Sales Executive","Sales Executive","#"
"598","1067","0","0","5","Payroll","Payroll","#"
"646","1067","0","0","2","Daily Attendance","DailyAttendance","#"
"660","1067","0","0","7","Payroll Settings","Payroll Settings","#"
"661","1067","0","0","6","Payroll Report","PayrollReport","#"
"669","1067","0","0","10"," Final Settlement","FinalSettlement","#"
"1068","1067","0","0","2","DashBoard","Dashboard6","#"
"1420","1067","0","0","12","Employee","Employee","#"
"6053","1067","0","0","1","Attendance Timer","Attendance Timer","/Employeeattendance/Index"
"234343535","1067","1","0","10","Leave Settlement","LeaveSettlement","/hr/LeaveSettlement/Index"
"234343537","1067","0","0","10","Employee Profile","Employee Profile","#"
"234343547","1067","0","0","-1","Leave Request","Leave Request","#"
"234343573","1067","0","0","-2","SOP","SOP","#"
"234343696","1067","0","0","0","Dashboard","HR Dashboard","/Employee/Dashboard"
"2","1069","1","1","1","Dashboard","Dashboard","#"
"194","1069","1","0","100","Create Designation","Create Designation","/Designation/Create"
"195","1069","1","0","100","Edit Designation","Edit Designation","/Designation/Edit"
"196","1069","1","0","100","Delete Designation","Delete Designation","/Designation/Delete"
"228","1069","0","0","10","Email Template","Email Template","/EmailTemplate/Index"
"229","1069","1","0","100","Edit Email Template","Edit Email Template","/EmailTemplate/Edit"
"282","1069","1","0","10","Custom Invoice","Invoice Customization","/InvoiceLayout/Customization/1"
"294","1069","0","0","10","Document Center","Document","#"
"336","1069","0","1","19","Prefix Master","Prefix List","/PrefixMaster/Index"
"340","1069","0","1","12","Currency Master","Currency List","/CurrencyMaster/Index"
"350","1069","1","1","8","Tag Printing","Jewellery Barcode","/Barcode/CreateJewellery"
"505","1069","1","0","100","Enable Sale Edit After Approval","Disable Sale Edit After Approval","#"
"506","1069","1","0","100","Enable MR Edit After Approval","Disable MR Edit After Approval","#"
"507","1069","1","0","100","Enable Quot Edit After Approval","Disable Quot Edit After Approval","#"
"508","1069","1","0","100","Enable SOrder Edit After Approval","Disable SOrder Edit After Approval","#"
"509","1069","1","0","100","Enable SReturn Edit After Approval","Disable SReturn Edit After Approval","#"
"510","1069","1","0","100","Enable PQuot Edit After Approval","Disable PQuot Edit After Approval","#"
"511","1069","1","0","100","Enable Purchase Edit After Approval","Disable Purchase Edit After Approval","#"
"512","1069","1","0","100","Enable POrder Edit After Approval","Disable POrder Edit After Approval","#"
"513","1069","1","0","100","Enable PReturn Edit After Approval","Disable PReturn Edit After Approval","#"
"514","1069","1","0","100","Enable DvNote Edit After Approval","Disable DvNote Edit After Approval","#"
"515","1069","1","0","100","Enable JobCard Edit After Approval","Disable JobCard Edit After Approval","#"
"516","1069","1","0","100","Enable ProForma Edit After Approval","Disable ProForma Edit After Approval","#"
"517","1069","1","0","100","Enable StkTransfer Edit After Approval","Disable StkTransfer Edit After Approval","#"
"518","1069","1","0","100","Enable StkJournal Edit After Approval","Disable StkJournal Edit After Approval","#"
"519","1069","1","0","100","Enable PkList After Approval","Disable PkList After Approval","#"
"520","1069","1","0","100","Enable HReturn Edit After Approval","Disable HReturn Edit After Approval","#"
"521","1069","1","0","100","Enable MRNote Edit After Approval","Disable MRNote Edit After Approval","#"
"522","1069","1","0","100","Enable Production Edit After Approval","Disable Production Edit After Approval","#"
"523","1069","1","0","100","Enable Unassemble Edit After Approval","Disable Unassemble Edit After Approval","#"
"524","1069","1","0","10","Custom LPO","LPO Customization","/InvoiceLayout/LPOCustomization/1"
"655","1069","0","1","15","Branch","Branch","#"
"1304","1069","0","0","10","Users","Users","#"
"1307","1069","0","0","11","User Settings","User Settings","#"
"1319","1069","1","0","10","Configuration","EnableSettings","/EnableSetting/Index"
"1320","1069","1","0","100","Delete User","Delete User","/User/Delete"
"1323","1069","0","0","1","Terms & Conditions","Terms & Conditions","#"
"1415","1069","0","0","11"," Payment Method","PaymentMethod","/PaymentMethod/Index"
"1416","1069","0","0","13","Optional Fields","OptionalFields","/Optionalfield/Create"
"1417","1069","1","0","5","Company","Company Edit","/Company/Edit"
"1418","1069","0","0","2","Designation","Designation List","/Designation/Index"
"1419","1069","0","0","1","Department","Department List","/Department/Index"
"6036","1069","1","0","101","Disable Update Option In Sales","Disable Update Option In Sales","#"
"6050","1069","1","0","101","Enable Delete Item Option In Task Details","Enable Delete Item Option In Task Details","#"
"6072","1069","1","0","102","Enable Invoice Expense Entry In Voucher","Enable Invoice Expense Entry In Voucher","#"
"6102","1069","1","0","150","Disable payment approval edit after approval","Disable payment approval edit after approval","#"
"6103","1069","1","0","151","Disable receipt approval edit after approval","Disable receipt approval edit after approval","#"
"6109","1069","0","0","14","Optional Field Value Edit","Optional Field Value Edit","/OptionalFieldUpdate/Index"
"234343436","1069","1","0","101","Modules","Modules","/modules/Index"
"234343452","1069","0","0","-2","File Manager","File Manager","#"
"234343488","1069","0","0","10","Price Category Master","Price Category Master","/MasterPriceCategory/Index"
"234343491","1069","1","0","10","Cheque / Reciept / Payment Book","Cheque / Reciept / Payment Book","/ChequeBook/Index"
"234343491","1069","1","0","10","Add Task Invoice","Add Task Invoice","#"
"234343493","1069","1","0","10","Log Manager","Log Manager","/logDetails/logactivity"
"234343508","1069","1","0","10","Auto Login","Auto Login","#"
"234343532","1069","1","0","10","Time Attendance Edit","Time Attendance Edit","#"
"234343545","1069","0","0","-1","Edit Lock","Edit Lock","/filedocument/CreateLock"
"234343554","1069","0","0","10","Lead To Task Convert","Lead To Task Convert","#"
"234343567","1069","1","0","1","execute fast","execute fast","/patch/fast"
"234343579","1069","1","0","-1","Document Expiry Reminder Set","Document Expiry Reminder Set","/filedocument/documentexpiryreminderset"
"234343580","1069","0","0","-2","Password Manage","Password Manage","#"
"234343591","1069","1","0","-1","File Explorer","File Explorer","/FileManager/Index"
"234343592","1069","0","0","0","Custom Design","Invoice Template","/InvoiceTemplate/Hub"
"234343701","1069","1","0","95","AI","AI Assistant","/Ai"
"234343702","1069","1","0","96","AI","AI Settings","/Ai/Settings"
"1078","1077","0","0","2","List","Project List","/Project/Index"
"1079","1077","1","0","1","Create","Create Project","/Project/Create"
"1080","1077","1","0","100","Edit","Edit Project","/Project/Edit"
"1090","1077","1","0","100","Delete","Delete Project","/Project/Delete"
"1091","1077","1","0","100","View","View Project","/Project/Details"
"1092","1077","0","0","101","Project Type","ProjectType List","/ProjectType/Index"
"1093","1077","1","0","102","Create","Create ProjectType","/ProjectType/Create"
"1094","1077","1","0","103","Edit","Edit ProjectType","/ProjectType/Edit"
"1095","1077","1","0","104","Delete","Delete ProjectType","/ProjectType/Delete"
"123","1097","1","0","100","View Deliverynote","View Deliverynote","/Deliverynote/Details"
"124","1097","1","0","100","Edit Deliverynote","Edit Deliverynote","/Deliverynote/Edit"
"125","1097","1","0","100","Delete Deliverynote","Delete Deliverynote","/Deliverynote/Delete"
"126","1097","1","0","100","Download Deliverynote","Download Deliverynote","/Deliverynote/Download"
"139","1097","1","0","100","Edit Item","Edit Item","/Item/Edit"
"283","1097","0","0","20","Custom Features","CustomFeatures","#"
"332","1097","0","0","17","Material Center","MC List","/MC/Index"
"333","1097","1","0","100","Create","Create MC","/MC/Create"
"334","1097","1","0","100","Edit","Edit MC","/MC/Edit"
"335","1097","1","0","100","Delete","Delete MC","/MC/Delete"
"424","1097","0","1","23","Packing List","PackingList","#"
"446","1097","0","0","22","Project Task","Task","#"
"496","1097","1","0","100","All Project","All Project","#"
"1111","1097","0","0","1","Item","ItemP","#"
"1114","1097","0","0","2","Item Category","Item Category","/ItemCategory/Index"
"1115","1097","0","0","3","Item Brand","Item Brand","/ItemBrand/Index"
"1116","1097","0","0","4","Item Unit","Item Unit","/ItemUnit/Index"
"1117","1097","0","0","5","Item Size","Item Size","/ItemSize/Index"
"1118","1097","0","0","6","Item Color","Item Color","/ItemColor/Index"
"1119","1097","0","0","7","BillSundry","BillSundry","/BillSundry/Index"
"1120","1097","0","0","9","Bill Of Material","BOM","#"
"1430","1097","0","1","15","Item Bundle","ItemBundle","#"
"6052","1097","0","0","18","Additional Material Center","Additional Material Center","/AdditionalMC/Index"
"234343480","1097","0","0","10","Rack Masters","Rack","#"
"234343496","1097","0","0","10","Stock","No Tax Sales","#"
"234343503","1097","0","0","10","Bundle Offer","Bundle Offer","#"
"83","1098","1","0","2","Price Search","Price Search","/Item/itemwise"
"84","1098","1","0","3","Print BarCode","Print BarCode","/BarCode/Index"
"110","1098","1","0","100","View Sales Entry","View Sales Entry","/CreditSale/Details"
"120","1098","1","0","100","View Pro Forma","View Pro Forma","/ProForma/Details"
"121","1098","1","0","100","Edit Pro Forma","Edit Pro Forma","/ProForma/Edit"
"122","1098","1","0","100","Delete Pro Forma","Delete Pro Forma","/ProForma/Delete"
"245","1098","0","0","11","Production","Production","#"
"251","1098","0","0","11","Unassemble","Unassemble","#"
"267","1098","1","0","100","Download Pro Forma","Download Pro Forma","/ProForma/Download"
"344","1098","0","1","7","Stock Verification","Stock Verification","#"
"385","1098","1","0","100","All Sales Entry","All Sales Entry","#"
"386","1098","1","0","100","All Sales Return Entry","All Sales Return Entry","#"
"387","1098","1","0","100","All Deliverynote Entry","All Deliverynote Entry","#"
"388","1098","1","0","100","All Journal Entry","All Journal Entry","#"
"389","1098","0","0","100","All Payment Entry","All Payment Entry","#"
"390","1098","1","0","100","All Production Entry","All Production Entry","#"
"391","1098","1","0","100","All Pro Forma Entry","All Pro Forma Entry","#"
"392","1098","1","0","100","All Purchase Entry","All Purchase Entry","#"
"393","1098","1","0","100","All PurchaseOrder Entry","All PurchaseOrder Entry","#"
"394","1098","1","0","100","All Purchase Return Entry","All Purchase Return Entry","#"
"395","1098","1","0","100","All Quotation Entry","All Quotation Entry","#"
"396","1098","1","0","100","All Receipt Entry","All Receipt Entry","#"
"397","1098","1","0","100","All SalesOrder Entry","All SalesOrder Entry","#"
"398","1098","1","0","100","All Unassemble Entry","All Unassemble Entry","#"
"399","1098","0","1","22","Hire Return","HireReturn","#"
"415","1098","1","0","100","List Only Stockable Items in Sales Entry","List Stockable Items","#"
"417","1098","1","0","100","Invoice Edit Permission","Invoice Edit Permission","#"
"463","1098","1","0","100","All JobCard Entry","All JobCard Entry","#"
"503","1098","1","0","11","Approval History","Report ApprovalHistory","/MyReports/Approval"
"553","1098","0","1","10","CrossHire Return","CrossHireReturn","#"
"597","1098","1","0","10","Download StockTransfer","Download StockTransfer","#"
"1426","1098","0","0","6","Stock Adjustment","Stock Adjustment","/StockAdjustment/Index"
"1428","1098","0","1","21"," Stock Journal","StockJournal","#"
"1429","1098","0","0","21","Stock Transfer","StockTransfer","#"
"234343484","1098","0","0","10","Shelf Stock Transfer","Shelf Stock Transfer","#"
"407","1099","0","1","3","Hire Stock Report","HireStock Report","#"
"418","1099","1","1","14","Hire Expire","HireExpire Report","/MyReports/HireExpire"
"419","1099","1","0","15","Item Category Profit","ItemCatProfit Report","/MyReports/ItemCatProfit"
"422","1099","1","0","16","Item Wise Sales Return","SReturn Invoice ItemWise","/MyReports/SRInvoiceItemWise"
"490","1099","0","0","10","Project Reports","Project Reports","#"
"576","1099","1","0","1","Cross Hire Stock Report","CrossHire  Report","/HireStockReport/CrossHire"
"577","1099","1","1","15","CrossHire Expire","CrossHireExpire Report","/MyReports/CrossHireExpire"
"581","1099","1","0","10","View StockTransfer","View StockTransfer","/StockTransfer/Details"
"1126","1099","0","0","1","Stock Report","Stock Report","#"
"1427","1099","0","0","14","Stock Adjustment","StockAdjustmentReport","#"
"1500","1099","1","1","8","Hire Return","Report HireReturn","/MyReports/HireReturn"
"6057","1099","1","0","1","Used Materials Report","Used Materials Report","/CreditSale/UsedMaterialsIndex"
"6078","1099","0","0","17","Item Serial Number","Item Serial Number","#"
"6093","1099","0","0","20","Non Movable Items","Non Movable Items","/MYReports/NonMovableItem"
"234343438","1099","1","0","10","Pricing Strategey Report","Pricing Strategey Report","/item/pricingstrategy/index"
"234343487","1099","0","0","10","Stock Aging Report","Stock Aging Report","/myreports/NonMovableItemaging"
"111","1100","1","0","100","Edit Sales Entry","Edit Sales Entry","/CreditSale/Edit"
"112","1100","1","0","100","Delete Sales Entry","Delete Sales Entry","/CreditSale/Delete"
"266","1100","1","0","100","Download Sales Entry","Download Sales Entry","/CreditSale/Download"
"1101","1100","1","0","1","Create","Sales Entry","/CreditSale/Create"
"1102","1100","0","0","2","List","Sales Entry List","/CreditSale/Index"
"6008","1100","0","0","0","POS","POSBILLING","#"
"6009","1100","0","0","0","POS RESTAURANT","POSRESBILLING","#"
"6092","1100","1","0","101","Sales Tendering","Sales Tendering","#"
"234343462","1100","1","0","10","Override Selling Price Below Cost","Override Selling Price Below Cost","#"
"117","1102","1","0","100","View Sales Return","View Sales Return","/CreditSaleReturn/Details"
"118","1102","1","0","100","Edit Sales Return","Edit Sales Return","/CreditSaleReturn/Edit"
"119","1102","1","0","100","Delete Sales Return","Delete Sales Return","/CreditSaleReturn/Delete"
"265","1102","1","0","100","Download Sales Return","Download Sales Return","/CreditSaleReturn/Download"
"1103","1102","1","0","1","Create","Sales Return Entry","/CreditSaleReturn/Create"
"1104","1102","0","0","2","List","Sales Return List","/CreditSaleReturn/Index"
"131","1105","1","0","100","View Purchase Entry","View Purchase Entry","/PurchaseEntry/Details"
"132","1105","1","0","100","Edit Purchase Entry","Edit Purchase Entry","/PurchaseEntry/Edit"
"133","1105","1","0","100","Delete Purchase Entry","Delete Purchase Entry","/PurchaseEntry/Delete"
"263","1105","1","0","100","Download Purchase Entry","Download Purchase Entry","/PurchaseEntry/Download"
"1106","1105","1","0","1","Create","Purchase Entry","/PurchaseEntry/Create"
"1107","1105","0","0","2","List","Purchase List","/PurchaseEntry/Index"
"134","1108","1","0","100","View Purchase Return","View Purchase Return","/PurchaseReturn/Details"
"135","1108","1","0","100","Edit Purchase Return","Edit Purchase Return","/PurchaseReturn/Edit"
"136","1108","1","0","100","Delete Purchase Return","Delete Purchase Return","/PurchaseReturn/Delete"
"264","1108","1","0","100","Download Purchase Return","Download Purchase Return","/PurchaseReturn/Download"
"1109","1108","0","0","2","List","Purchase Return List","/PurchaseReturn/Index"
"1110","1108","1","0","1","Create","Purchase Return Entry","/PurchaseReturn/Create"
"138","1111","1","0","100","Item Status","Item Status","/Item/ChangeStatus"
"140","1111","1","0","100","Delete Item","Delete Item","/Item/Delete"
"141","1111","1","0","100","View Item Image","View Item Image","/Item/Image"
"142","1111","1","0","100","View Item Document","View Item Document","/Item/Document"
"384","1111","1","0","10","Disable Price Update in (Sales, Sales Return, Sales Order, ProForma and Delivery Note)","ReadOnly Item Rate","/Item/ROItemRate"
"1112","1111","0","0","2","List","Item","/Item/Index"
"1113","1111","1","0","1","Create","Create Item","/Item/Create"
"143","1114","1","0","100","Create Item Category","Create Item Category","/ItemCategory/Create"
"144","1114","1","0","100","Edit Item Category","Edit Item Category","/ItemCategory/Edit"
"145","1114","1","0","100","Delete Item Category","Delete Item Category","/ItemCategory/Delete"
"146","1115","1","0","100","Create Item Brand","Create Item Brand","/ItemBrand/Create"
"148","1115","1","0","100","Delete Item Brand","Delete Item Brand","/ItemBrand/Delete"
"226","1115","1","0","100","Edit Item Brand","Edit Item Brand","/ItemBrand/Edit"
"149","1116","1","0","100","Create Item Unit","Create Item Unit","/ItemUnit/Create"
"150","1116","1","0","100","Edit Item Unit","Edit Item Unit","/ItemUnit/Edit"
"227","1116","1","0","100","Delete Item Unit","Delete Item Unit","/ItemUnit/Delete"
"152","1117","1","0","100","Create Item Size","Create Item Size","/ItemSize/Create"
"153","1117","1","0","100","Edit Item Size","Edit Item Size","/ItemSize/Edit"
"154","1117","1","0","100","Delete Item Size","Delete Item Size","/ItemSize/Delete"
"155","1118","1","0","100","Create Item Color","Create Item Color","/ItemColor/Create"
"156","1118","1","0","100","Edit Item Color","Edit Item Color","/ItemColor/Edit"
"157","1118","1","0","100","Delete Item Color","Delete Item Color","/ItemColor/Delete"
"165","1119","1","0","100","Create BillSundry","Create BillSundry","/BillSundry/Create"
"166","1119","1","0","100","Edit BillSundry","Edit BillSundry","/BillSundry/Edit"
"167","1119","1","0","100","Delete BillSundry","Delete BillSundry","/BillSundry/Delete"
"168","1119","1","0","100","BillSundry Status","BillSundry Status","/BillSundry/BillSundryStatus"
"244","1120","1","0","10","Delete","Delete BOM","/BOM/Delete/"
"1121","1120","1","0","1","Create","Create BOM","/BOM/Create"
"1122","1120","0","0","2","List","BOM List","/BOM/Index"
"1123","1120","1","0","10","View","View BOM","/BOM/View"
"1123","1120","1","0","10","Edit","Edit BOM","/BOM/Edit/"
"1127","1126","1","0","2","Item Wise","Stock Item Wise","/Inventory/ItemWise"
"1128","1126","1","0","6","Stock Moment","Stock Moment","/Inventory/Moment"
"1129","1126","1","0","4","Brand Wise","Stock Brand Wise","/Inventory/BrandWise"
"1131","1126","1","0","3","Between Date","StockBwDates","/Inventory/StockBwDate"
"1132","1126","1","0","0","Till Date","Till Date Stock","/Inventory/Index"
"1133","1126","1","0","1","As On Date","Stock As On Date","/Inventory/OnDate"
"1134","1126","1","0","3","Category Wise","Stock Category Wise","/Inventory/CategoryWise"
"6041","1126","1","0","10","Stock With Expiry","Stock Expiry","/StockReport/Expiry"
"6051","1126","1","0","10","Item Forecast","Item Forecast","/Forecast/Index"
"6054","1126","1","0","4","Stock Moment 2","Stock Moment 2","/Inventory/fromto"
"6055","1126","1","0","10","MC To MC Transfer","MC To MC Transfer","/McConversion/Create"
"6055","1126","1","0","100","Stock Varification","Stock Varification","/StockVerification/Index"
"6084","1126","1","0","1","Re Order Stock","Re Order Stock","/Inventory/reorder"
"234343453","1126","1","0","10","Stock Value Report","Stock Value Report","/salesReport/StockValue"
"234343497","1126","0","0","10","Google Review","Google Review","#"
"234343556","1126","0","0","-1","Vehicle Management","Vehicle Management","#"
"50","1135","1","0","3","Month Wise","Sales Month Wise","/SalesReport/MonthWise"
"276","1135","1","0","1","Daily Summary","Sales DailySummary","/SalesReport/DailySummary"
"313","1135","1","0","4","Month Wise  Horizontal","MonthWise Sale Horizontal","/SalesReport/MonthlySale"
"314","1135","1","0","2","Day Wise","Sales Day Wise","/SalesReport/DayWise"
"1136","1135","1","0","2","SaleReceipt Summary","SaleReceipt Summary","/SalesReport/SaleReceiptSummary"
"1137","1135","1","0","6","Executive Wise","Sales Executive Wise","/SalesReport/SalesExecutiveWise"
"1138","1135","1","0","5","Brand Wise","Sales Brand Wise","/SalesReport/BrandWise"
"1139","1135","1","0","1","Customer Wise","Sales Customer Wise","/SalesReport/CustomerWise"
"1140","1135","1","0","3","Item Wise","Sales Item Wise","/SalesReport/ItemWise"
"1141","1135","1","0","0","All Sales","All Sales","/SalesReport/Index"
"1142","1135","1","0","4","Category Wise","Sales Category Wise","/SalesReport/CategoryWise"
"1143","1135","1","1","11","Commission Report","CommissionReport","/SalesReport/Commission"
"1144","1135","1","0","12","Invoice ItemWise","Sales Invoice ItemWise","/SalesReport/InvoiceItemWise"
"6035","1135","1","0","4","Sales Profit","Sales Profit","/SalesReport/SalesProfit"
"234343572","1135","1","0","-1","Sales Profit Of SalesMan Target Base","Sales Profit Of SalesMan Target Base","/SalesReport/SalesProfitbytarget"
"234343590","1135","1","0","-1","Sales Profit Customer Wise","Sales Profit Customer Wise","/salesReport/SalesProfitgroup"
"1146","1145","1","0","4","Category Wise","Purchase Category Wise","/PurchaseReport/CategoryWise"
"1147","1145","1","0","10","Supplier Item Wise","Purchase Supplier ItemWise","/PurchaseReport/SupplierItemWise"
"1148","1145","1","0","12","Invoice ItemWise","Invoice Supplier ItemWise","/PurchaseReport/InvoiceItemWise"
"1149","1145","0","0","13","Purchase Summary ","Purchase Summary","#"
"1150","1145","1","0","5","Brand Wise","Purchase Brand Wise","/PurchaseReport/BrandWise"
"1151","1145","1","0","1","Supplier Wise","Purchase Supplier Wise","/PurchaseReport/SupplierWise"
"1152","1145","1","0","3","Item Wise","Purchase Item Wise","/PurchaseReport/ItemWise"
"1153","1145","1","0","6","Executive Wise","Purchase Executive Wise","/PurchaseReport/PursExecutiveWise"
"1154","1145","1","0","0","All Purchase","All Purchase","/PurchaseReport/Index"
"6106","1145","1","0","14","Purchase Usage","Purchase Usage","/MyReports/purchaseusage"
"58","1149","1","0","2","Month Wise","Purchase Month Wise","/PurchaseReport/MonthWise"
"315","1149","1","0","3","Month Wise Horizontal","MonthWise Purchase Horizontal","/PurchaseReport/MonthlyPurchase"
"316","1149","1","0","1","Day Wise","Purchase Day Wise","/PurchaseReport/DayWise"
"354","1149","1","0","4","Cash Or Credit","CashOrCredit purchaseSummary","/PurchaseReport/CashOrCredit"
"636","1149","1","0","10","Suppllier ItemWise","SuppllierItemWiseSummary","/PurchaseReport/SuppllierItemWiseSummary"
"161","1160","1","0","100","Create Bank Accounts","Create Bank Accounts","/Master/BankAccountscreate"
"164","1160","1","0","100","Bank Accounts Status","Bank Accounts Status","/Master/BankAccountsStatus"
"169","1168","1","0","100","Edit Payment","Edit Payment","/Payment/Edit"
"170","1168","1","0","100","Delete Payment","Delete Payment","/Payment/Delete"
"329","1168","1","0","100","Download","Download Payment","/Payment/Download"
"579","1168","1","0","10","View Payment","View Payment","/Payment/Details"
"1169","1168","1","0","1","Create","Create Payment","/Payment/Create"
"1170","1168","0","0","2","List","Payment List","/Payment/Index"
"6095","1168","1","0","101","Override Payment Approval","Override Payment Approval","#"
"260","1171","1","0","1","Edit","Edit Journal","/JournalV/Edit/1"
"261","1171","1","0","2","Delete","Delete Journal","/JournalV/Delete/"
"331","1171","1","0","100","Download","Download Journal","/Journal/Download"
"578","1171","1","0","10","View Journal","View Journal","/Journal/Details"
"1172","1171","1","0","1","Create","Create Journal","/JournalV/Create"
"1173","1171","0","0","2","List","Journal List","/JournalV/Index/"
"171","1174","1","0","100","Edit Receipt","Edit Receipt","/Receipt/Edit"
"172","1174","1","0","100","Delete Receipt","Delete Receipt","/Receipt/Delete"
"330","1174","1","0","100","Download","Download Receipt","/Receipt/Download"
"580","1174","1","0","10","View Receipt","View Receipt","/Receipt/Details"
"1175","1174","1","0","1","Create","Create Receipt","/Receipt/Create"
"1176","1174","0","0","2","List","Receipt List","/Receipt/Index"
"6094","1174","1","0","101","Override Receipt Approval","Override Receipt Approval","#"
"1178","1177","1","0","1","Create","Create ContraVoucher","/ContraVoucher/Create/"
"1179","1177","0","0","2","List","ContraVoucher List","/ContraVoucher/Index"
"1180","1177","1","0","1","Edit","Edit ContraVoucher","/ContraVoucher/Edit/{id}"
"1181","1177","1","0","2","Delete","Delete ContraVoucher","/ContraVoucher/Delete/{id}"
"186","1189","1","0","100","Edit Contact Group","Edit Contact Group","/ContactGroup/Edit"
"1189","1189","1","0","100","Delete Contact Group","Delete Contact Group","/ContactGroup/Delete"
"1189","1189","1","0","100","Create Contact Group","Create Contact Group","/ContactGroup/Create"
"1200","1197","1","0","1","Daily Balance","Daily Balance","/AccountSummary/Balances"
"1201","1197","1","0","2","Daily Summary","Daily Summary","/AccountSummary/Daily"
"1202","1197","1","0","3","Monthly Summary","Monthly Summary","/AccountSummary/Monthly"
